Order Number,Delivery Distance (miles),Order Size,Order Type,Total Dollars,Store Location,Delivered On Time,Test Phase,Predicted Delivered On Time
26821,0.9703083109285224,6,In-person,26.16,Store B,No,Post-Test,Yes
26822,4.8982190977450415,7,In-person,35.52,Store A,No,Post-Test,Yes
26823,1.340748414613648,9,Online,51.1,Store C,No,Post-Test,No
26824,0.6766469553255066,2,Phone,33.91,Store B,Yes,Post-Test,Yes
26825,2.6531961400551833,5,Online,60.08,Store B,No,Post-Test,No
26826,9.181785912724026,4,In-person,35.67,Store B,No,Post-Test,No
26827,4.094925053024854,5,Phone,64.64,Store A,No,Post-Test,No
26828,8.312800040451698,5,Online,31.41,Store C,No,Post-Test,No
26829,8.876444202848276,4,Online,70.16,Store B,No,Post-Test,Yes
26830,3.538235419893217,5,In-person,81.94,Store C,Yes,Post-Test,Yes
26831,8.967070394440105,3,Online,54.94,Store C,No,Post-Test,Yes
26832,6.299353363171249,6,Online,74.94,Store C,No,Post-Test,No
26833,1.4435946530147346,7,In-person,74.64,Store A,No,Post-Test,No
26834,7.564377020179573,9,Online,51.91,Store B,No,Post-Test,No
26835,4.540996641026229,7,In-person,44.53,Store B,No,Post-Test,Yes
26836,6.275231689206104,8,Phone,36.0,Store C,No,Post-Test,No
26837,5.1088311716352255,1,In-person,32.99,Store A,Yes,Post-Test,Yes
26838,9.808798294348085,6,Online,23.44,Store C,No,Post-Test,Yes
26839,7.150302451896913,7,Phone,29.67,Store C,No,Post-Test,Yes
26840,2.597540393035812,5,Phone,77.21,Store B,Yes,Post-Test,No
26841,8.003807847543786,3,Phone,17.26,Store B,No,Post-Test,Yes
26842,6.971258058354509,1,In-person,71.83,Store C,Yes,Post-Test,No
26843,5.448664966262312,2,Online,34.5,Store B,No,Post-Test,No
26844,9.57014837304458,2,Online,86.45,Store C,No,Post-Test,Yes
26845,5.028628586417242,2,Phone,76.09,Store C,No,Post-Test,Yes
26846,5.742094399363017,7,In-person,27.92,Store C,No,Post-Test,Yes
26847,7.757638249596699,6,Online,76.11,Store B,No,Post-Test,Yes
26848,8.348112454469685,1,Phone,59.78,Store C,No,Post-Test,Yes
26849,6.614729810458672,2,Online,72.47,Store A,No,Post-Test,Yes
26850,7.709878223148948,5,Online,16.89,Store A,No,Post-Test,Yes
26851,7.939375488815807,2,In-person,57.35,Store B,No,Post-Test,Yes
26852,8.618983397534485,3,Phone,32.4,Store C,No,Post-Test,No
26853,7.210280875915128,1,Phone,92.18,Store B,No,Post-Test,No
26854,6.049614112934614,2,Phone,52.96,Store B,Yes,Post-Test,No
26855,3.2624207678738975,2,In-person,95.69,Store C,No,Post-Test,Yes
26856,3.3075946604702495,1,Online,74.03,Store C,No,Post-Test,Yes
26857,2.3164521348897127,9,Phone,11.19,Store C,No,Post-Test,No
26858,3.3112677716789154,8,Online,18.36,Store C,No,Post-Test,Yes
26859,8.05765757127855,6,Online,96.21,Store A,No,Post-Test,Yes
26860,7.189965706591132,7,Phone,40.48,Store B,No,Post-Test,Yes
26861,3.173385051619646,9,Online,45.19,Store A,No,Post-Test,Yes
26862,3.5277707788868673,1,Phone,26.37,Store A,No,Post-Test,Yes
26863,9.812838665890048,6,Phone,11.3,Store A,No,Post-Test,Yes
26864,3.550843462413096,5,Phone,18.7,Store C,Yes,Post-Test,Yes
26865,2.4643300647469815,4,Online,10.54,Store C,Yes,Post-Test,No
26866,4.1957860393391915,1,Phone,94.22,Store A,No,Post-Test,No
26867,7.320212898041406,6,Phone,73.82,Store C,No,Post-Test,Yes
26868,3.828474995209197,8,In-person,33.2,Store B,No,Post-Test,Yes
26869,8.404093375741809,9,Online,32.24,Store B,No,Post-Test,Yes
26870,4.394553704480517,8,In-person,46.67,Store A,No,Post-Test,No
26871,9.92709766788791,2,Phone,37.66,Store B,No,Post-Test,No
26872,1.9308089469761087,1,Online,84.41,Store C,No,Post-Test,Yes
26873,0.6051336394347253,6,In-person,16.16,Store B,No,Post-Test,Yes
26874,3.9454692535827545,7,Phone,25.08,Store C,No,Post-Test,No
26875,2.889339367793233,8,Phone,62.16,Store A,No,Post-Test,Yes
26876,4.2015614445914515,5,In-person,38.95,Store A,No,Post-Test,No
26877,1.7049385986448191,5,In-person,22.53,Store A,Yes,Post-Test,Yes
26878,7.256905974090492,2,Online,80.84,Store A,No,Post-Test,Yes
26879,8.694706043010438,5,Phone,29.89,Store C,No,Post-Test,Yes
26880,6.602814144509226,9,Online,95.73,Store C,No,Post-Test,Yes
26881,5.552964024460315,6,In-person,36.81,Store A,No,Post-Test,No
26882,7.593830657437145,4,Phone,23.5,Store C,No,Post-Test,Yes
26883,0.7369132309232493,9,Online,62.26,Store C,No,Post-Test,Yes
26884,7.73920393509674,1,Online,86.48,Store B,No,Post-Test,Yes
26885,5.535062239013623,1,In-person,76.45,Store A,Yes,Post-Test,No
26886,6.165273271178068,7,Online,17.89,Store C,No,Post-Test,Yes
26887,9.306461061611369,6,Online,42.04,Store C,No,Post-Test,Yes
26888,8.036709218221521,8,Phone,77.52,Store B,No,Post-Test,No
26889,9.2039110306168,4,In-person,20.79,Store B,No,Post-Test,No
26890,5.839596706850455,4,Online,47.5,Store C,No,Post-Test,No
26891,5.153238507023258,7,Online,59.64,Store B,No,Post-Test,Yes
26892,3.048320147870268,4,Phone,33.63,Store C,No,Post-Test,No
26893,6.843419598679808,4,In-person,96.55,Store C,No,Post-Test,No
26894,3.331119918658755,1,Phone,54.37,Store A,Yes,Post-Test,No
26895,2.0137279639977783,6,In-person,90.38,Store A,No,Post-Test,Yes
26896,6.796820245041234,5,In-person,58.88,Store A,No,Post-Test,Yes
26897,5.623667325594202,3,Phone,85.57,Store A,No,Post-Test,No
26898,3.60077273934986,6,Online,95.74,Store B,No,Post-Test,Yes
26899,5.37938259868988,9,Phone,94.04,Store B,No,Post-Test,Yes
26900,2.346845733573568,3,Phone,49.18,Store B,No,Post-Test,No
26901,5.844038486622899,5,In-person,97.22,Store C,No,Post-Test,No
26902,6.9671126109754535,4,Phone,36.67,Store C,No,Post-Test,No
26903,4.987616269494904,2,In-person,66.84,Store C,No,Post-Test,No
26904,2.0092942765735238,2,Phone,82.31,Store C,Yes,Post-Test,Yes
26905,7.538021637805276,3,In-person,17.09,Store A,No,Post-Test,No
26906,9.46920320528833,1,Phone,78.76,Store B,No,Post-Test,No
26907,4.955677416488356,9,Online,99.05,Store B,No,Post-Test,No
26908,9.787496457434354,2,In-person,29.06,Store B,No,Post-Test,No
26909,1.0824252456905246,3,Phone,83.72,Store A,Yes,Post-Test,Yes
26910,9.883925128063272,3,Online,60.55,Store A,No,Post-Test,No
26911,6.61981012902888,7,Phone,92.46,Store C,No,Post-Test,Yes
26912,9.546494078742436,5,In-person,50.2,Store A,No,Post-Test,Yes
26913,2.227820358691156,3,Online,81.34,Store C,No,Post-Test,No
26914,5.034783945712447,3,Phone,74.68,Store C,Yes,Post-Test,No
26915,9.78446349215636,6,Online,55.79,Store C,No,Post-Test,No
26916,4.207559090582745,5,Online,89.59,Store B,No,Post-Test,No
26917,6.984222023810195,9,In-person,90.0,Store A,No,Post-Test,No
26918,2.3067418034701,4,Phone,98.58,Store C,Yes,Post-Test,No
26919,8.634828511442697,7,Phone,33.99,Store A,No,Post-Test,Yes
26920,3.005045504218635,6,In-person,61.49,Store C,No,Post-Test,No
26921,1.9675825054214926,3,In-person,33.61,Store C,Yes,Post-Test,No
26922,5.731830720855557,8,Online,88.27,Store C,No,Post-Test,No
26923,2.847110392711852,1,Phone,72.32,Store B,Yes,Post-Test,No
26924,7.771834622584158,7,In-person,81.55,Store B,No,Post-Test,Yes
26925,8.467787095362988,9,In-person,90.62,Store A,No,Post-Test,Yes
26926,5.431874956568651,7,Online,57.55,Store B,No,Post-Test,No
26927,0.7012411508509748,1,Phone,97.71,Store C,No,Post-Test,No
26928,4.202698967452096,1,In-person,64.89,Store C,No,Post-Test,Yes
26929,0.7777793457977006,6,Online,68.34,Store A,No,Post-Test,Yes
26930,9.042975549683696,7,In-person,15.12,Store A,No,Post-Test,Yes
26931,3.099442062037508,6,Online,23.24,Store C,No,Post-Test,Yes
26932,9.754951334122689,7,In-person,74.22,Store C,No,Post-Test,No
26933,3.3228325101536154,8,Phone,63.83,Store B,No,Post-Test,No
26934,4.64492983525053,6,In-person,97.33,Store A,No,Post-Test,No
26935,0.5845491522350198,3,Phone,43.62,Store B,No,Post-Test,No
26936,9.616918159839468,3,Online,83.93,Store A,No,Post-Test,No
26937,5.227708494585429,5,Online,75.96,Store B,Yes,Post-Test,Yes
26938,1.7024685386074907,4,In-person,26.81,Store A,Yes,Post-Test,No
26939,8.337988214621808,7,Phone,26.83,Store A,No,Post-Test,No
26940,3.160551549976038,7,In-person,25.84,Store B,No,Post-Test,No
26941,0.5934836729938551,7,Online,43.75,Store B,No,Post-Test,No
26942,6.904931045739955,9,In-person,22.53,Store B,No,Post-Test,No
26943,2.95057244935732,2,Phone,88.1,Store A,No,Post-Test,No
26944,9.59717895366555,6,Phone,70.17,Store C,No,Post-Test,Yes
26945,2.1557299575357907,4,Phone,83.94,Store A,No,Post-Test,No
26946,3.165679427281885,6,Online,14.93,Store B,No,Post-Test,Yes
26947,5.905132218791446,3,Phone,75.17,Store C,Yes,Post-Test,Yes
26948,9.399289073952005,2,Online,46.98,Store A,No,Post-Test,No
26949,3.743452906747363,4,Online,78.98,Store B,No,Post-Test,No
26950,4.973334860974355,7,In-person,66.97,Store C,No,Post-Test,No
26951,1.4048051126619097,6,In-person,38.76,Store A,No,Post-Test,No
26952,1.4275847241685338,4,Phone,95.33,Store B,No,Post-Test,No
26953,8.437348792119025,1,Online,55.28,Store C,No,Post-Test,No
26954,2.9298187960856747,4,Online,49.63,Store A,No,Post-Test,No
26955,7.086825743706255,3,In-person,61.8,Store C,No,Post-Test,Yes
26956,1.9374838190419945,3,Online,46.16,Store A,No,Post-Test,No
26957,3.4122154605134454,4,Online,13.97,Store A,Yes,Post-Test,No
26958,6.426252911985626,5,Online,73.59,Store A,Yes,Post-Test,Yes
26959,1.086969688858544,9,In-person,64.01,Store A,No,Post-Test,No
26960,3.6504856767626848,9,In-person,44.56,Store C,No,Post-Test,No
26961,3.4776779768359383,8,Phone,59.91,Store B,No,Post-Test,No
26962,1.5331551133423575,1,Phone,35.89,Store A,Yes,Post-Test,No
26963,3.9551073961677456,3,Online,55.68,Store A,Yes,Post-Test,Yes
26964,6.817751222854209,9,Online,85.73,Store A,No,Post-Test,Yes
26965,8.09780253466204,9,Phone,19.09,Store C,No,Post-Test,No
26966,3.5366808323638903,6,Online,59.64,Store C,No,Post-Test,No
26967,6.334286565818689,8,Phone,83.84,Store C,No,Post-Test,No
26968,1.244622496030396,6,Phone,86.44,Store A,No,Post-Test,No
26969,6.673706480522135,9,In-person,10.05,Store B,No,Post-Test,No
26970,5.291169333816599,6,Phone,40.49,Store C,No,Post-Test,Yes
26971,6.020052774828303,7,Online,66.74,Store A,No,Post-Test,No
26972,7.041648877692138,9,Phone,60.04,Store C,No,Post-Test,No
26973,8.075312376601213,1,Phone,57.53,Store A,No,Post-Test,No
26974,0.753682684635963,4,Phone,13.41,Store C,No,Post-Test,No
26975,1.1391988803415307,6,Online,42.91,Store B,No,Post-Test,No
26976,7.504182629330196,2,In-person,65.01,Store B,No,Post-Test,No
26977,6.267131777794961,8,Phone,36.84,Store B,No,Post-Test,Yes
26978,3.699431883840678,1,Phone,28.65,Store A,Yes,Post-Test,Yes
26979,7.556727925904448,2,In-person,83.95,Store C,No,Post-Test,Yes
26980,5.657020309946821,3,Phone,68.77,Store A,Yes,Post-Test,Yes
26981,5.6431515369695955,8,Online,90.86,Store A,No,Post-Test,Yes
26982,6.748181725237438,5,In-person,78.9,Store A,No,Post-Test,No
26983,8.48147871517327,7,Online,16.56,Store B,No,Post-Test,No
26984,3.034052863630949,9,In-person,59.89,Store B,No,Post-Test,No
26985,9.935979209142463,7,Phone,33.6,Store C,No,Post-Test,Yes
26986,3.988688495547636,6,Online,97.58,Store A,No,Post-Test,No
26987,5.87168261049304,9,Phone,54.98,Store C,No,Post-Test,No
26988,8.496535863220867,6,Phone,69.84,Store A,No,Post-Test,No
26989,4.977761924722179,4,Online,10.94,Store B,Yes,Post-Test,Yes
26990,2.073849049852172,8,Online,66.82,Store A,No,Post-Test,No
26991,9.997506325635701,6,Online,13.95,Store A,No,Post-Test,No
26992,8.34851433594672,3,Phone,40.0,Store B,No,Post-Test,No
26993,1.7769318570518862,3,Phone,23.27,Store B,No,Post-Test,No
26994,6.54510275208416,3,Online,52.3,Store A,Yes,Post-Test,No
26995,3.3288655444945636,7,Phone,89.87,Store B,No,Post-Test,Yes
26996,6.000447215727766,7,Online,66.06,Store B,No,Post-Test,Yes
26997,1.7721215723139394,3,Phone,31.38,Store C,No,Post-Test,No
26998,7.659835270142574,1,Online,66.44,Store C,No,Post-Test,No
26999,7.616079972224073,6,Phone,62.96,Store B,No,Post-Test,No
27000,2.565294893053024,6,In-person,57.41,Store A,No,Post-Test,No
27001,4.176040027356426,2,Online,34.48,Store A,Yes,Post-Test,No
27002,5.3807353406353835,2,Online,47.97,Store C,No,Post-Test,No
27003,6.9528142830998885,9,Online,47.45,Store A,No,Post-Test,No
27004,3.8535416917024254,4,Online,30.7,Store B,Yes,Post-Test,No
27005,0.9280619813797892,1,Online,72.57,Store A,Yes,Post-Test,No
27006,3.1014776622783193,2,Phone,82.63,Store A,No,Post-Test,Yes
27007,5.587339426276292,6,Phone,33.74,Store B,No,Post-Test,Yes
27008,4.326611108071797,8,In-person,92.02,Store B,No,Post-Test,Yes
27009,9.84894380142052,2,In-person,81.96,Store A,No,Post-Test,Yes
27010,4.055256384732639,4,In-person,86.13,Store B,No,Post-Test,No
27011,8.37497691442616,9,In-person,80.36,Store A,No,Post-Test,Yes
27012,0.6810856083145629,6,Phone,96.44,Store A,No,Post-Test,Yes
27013,4.768383300330112,9,Phone,23.1,Store A,No,Post-Test,Yes
27014,4.604797222855824,3,In-person,17.9,Store C,Yes,Post-Test,Yes
27015,9.172468492402803,3,In-person,89.63,Store B,No,Post-Test,No
27016,3.110177206111133,6,Phone,53.63,Store A,No,Post-Test,No
27017,4.823653525995264,4,Online,37.13,Store A,No,Post-Test,No
27018,6.707155665278026,3,Phone,92.5,Store C,Yes,Post-Test,Yes
27019,7.462412153899678,3,Online,45.34,Store C,No,Post-Test,Yes
27020,9.76299594696023,1,Online,22.13,Store A,No,Post-Test,No
27021,9.827797745055888,9,Phone,18.57,Store A,No,Post-Test,Yes
27022,5.789583760447236,5,Phone,57.09,Store A,No,Post-Test,Yes
27023,6.969760061487136,1,Phone,11.44,Store C,No,Post-Test,No
27024,1.4243927500378453,6,In-person,95.61,Store A,No,Post-Test,Yes
27025,8.650000703983284,9,In-person,19.87,Store A,No,Post-Test,No
27026,3.754172448048018,7,Phone,43.24,Store C,No,Post-Test,Yes
27027,5.795756846034203,7,Phone,38.2,Store C,No,Post-Test,No
27028,9.040421840268186,3,Phone,45.09,Store B,No,Post-Test,No
27029,1.7499763204274104,1,In-person,77.06,Store B,No,Post-Test,Yes
27030,8.649818767447844,3,Online,56.21,Store C,No,Post-Test,Yes
27031,1.9999156407254557,7,Phone,17.8,Store A,No,Post-Test,No
27032,3.4534418330916323,7,In-person,18.56,Store B,No,Post-Test,Yes
27033,6.8182353602841514,2,Phone,37.47,Store B,Yes,Post-Test,Yes
27034,7.487560848756216,2,Phone,28.18,Store C,No,Post-Test,No
27035,7.618872346534215,5,In-person,53.7,Store A,No,Post-Test,No
27036,9.180097846211282,8,In-person,96.77,Store B,No,Post-Test,Yes
27037,3.262386242978622,7,Online,71.71,Store C,No,Post-Test,No
27038,7.804266455066155,6,In-person,91.02,Store B,No,Post-Test,No
27039,9.929492430504274,8,Online,58.15,Store A,No,Post-Test,Yes
27040,1.1999474708540463,5,Online,68.08,Store B,Yes,Post-Test,No
27041,2.4005534938816546,2,Online,34.31,Store A,Yes,Post-Test,Yes
27042,9.186695279913653,3,Online,23.1,Store A,No,Post-Test,No
27043,2.959077391378978,6,In-person,17.96,Store C,No,Post-Test,Yes
27044,9.488787101961725,4,Phone,44.52,Store A,No,Post-Test,No
27045,5.479135350340769,4,Online,32.4,Store A,Yes,Post-Test,Yes
27046,5.632951337786249,3,Phone,22.26,Store A,No,Post-Test,Yes
27047,1.4967109448908955,5,Phone,92.74,Store B,No,Post-Test,Yes
27048,2.2717852038749267,6,Phone,22.07,Store A,No,Post-Test,No
27049,8.80208955658689,2,Online,14.5,Store C,No,Post-Test,No
27050,7.360588469162412,3,Online,17.43,Store A,No,Post-Test,No
27051,1.7161017788760669,2,Phone,10.47,Store A,No,Post-Test,Yes
27052,1.8312387727210302,1,Online,29.62,Store C,No,Post-Test,Yes
27053,9.187080917610498,3,In-person,31.87,Store C,No,Post-Test,No
27054,7.9467488311430445,1,In-person,69.48,Store C,No,Post-Test,No
27055,1.6339497600473492,4,Online,21.25,Store B,Yes,Post-Test,Yes
27056,5.901163502028102,1,Phone,28.6,Store B,No,Post-Test,Yes
27057,9.840701030271696,8,Online,91.44,Store C,No,Post-Test,Yes
27058,5.517650742904025,6,In-person,13.08,Store A,No,Post-Test,No
27059,1.3934976391066405,6,Phone,14.22,Store B,No,Post-Test,No
27060,5.045023904664525,7,Phone,46.78,Store B,No,Post-Test,No
27061,3.2941078843047147,7,In-person,87.86,Store B,No,Post-Test,Yes
27062,5.410139332206106,3,Online,98.54,Store C,No,Post-Test,No
27063,7.56018035576843,6,Online,23.53,Store B,No,Post-Test,No
27064,5.224127966044904,3,Phone,65.13,Store C,No,Post-Test,No
27065,1.7662612109505562,1,Phone,10.43,Store C,Yes,Post-Test,Yes
27066,7.741713728502896,8,In-person,95.68,Store C,No,Post-Test,Yes
27067,2.8331811762418604,1,Online,63.98,Store A,No,Post-Test,No
27068,0.6321040836251721,6,In-person,31.72,Store A,No,Post-Test,Yes
27069,1.9012515996411934,6,Online,54.24,Store B,No,Post-Test,No
27070,6.675942600976828,3,Online,66.71,Store C,Yes,Post-Test,Yes
27071,9.458448013040684,2,Online,10.95,Store A,No,Post-Test,Yes
27072,7.720202946327136,2,Online,16.48,Store B,No,Post-Test,No
27073,3.567960050446509,4,Online,97.3,Store C,Yes,Post-Test,No
27074,4.446303511394259,5,Online,80.12,Store B,No,Post-Test,No
27075,5.963820635356322,6,In-person,57.61,Store C,No,Post-Test,No
27076,1.144895661992011,4,Online,30.5,Store A,Yes,Post-Test,No
27077,9.34272979093488,1,Online,17.36,Store A,No,Post-Test,Yes
27078,3.8901210670631037,8,Online,80.91,Store B,No,Post-Test,No
27079,4.544830111646378,4,In-person,89.76,Store B,No,Post-Test,No
27080,1.063631561509463,3,Online,32.9,Store A,Yes,Post-Test,Yes
27081,1.9548924861762371,8,Phone,24.52,Store B,No,Post-Test,No
27082,3.2084651159259976,8,Phone,96.7,Store C,No,Post-Test,Yes
27083,2.8595383370634915,8,Online,49.95,Store C,No,Post-Test,Yes
27084,3.4010424393234397,3,Phone,78.96,Store C,No,Post-Test,No
27085,3.49677882999998,7,Online,48.97,Store A,No,Post-Test,Yes
27086,7.432636420692142,8,Phone,34.04,Store C,No,Post-Test,No
27087,1.0942948040816196,4,In-person,53.19,Store A,No,Post-Test,Yes
27088,4.45337186451272,4,Phone,50.44,Store B,Yes,Post-Test,No
27089,1.7068320944387976,2,Online,56.99,Store B,No,Post-Test,Yes
27090,8.000321783031364,1,Phone,90.94,Store B,No,Post-Test,Yes
27091,9.923576697391924,1,Online,19.61,Store A,No,Post-Test,Yes
27092,6.347612965537425,1,In-person,56.75,Store C,Yes,Post-Test,Yes
27093,6.493198237928816,7,Online,15.51,Store B,No,Post-Test,No
27094,0.5877401954253997,3,Online,64.66,Store C,No,Post-Test,No
27095,5.1578398678011865,1,Online,63.27,Store C,No,Post-Test,No
27096,5.656507364583985,5,In-person,93.74,Store C,No,Post-Test,Yes
27097,9.620071734119145,6,Online,86.03,Store B,No,Post-Test,No
27098,1.0962092098284724,1,Online,29.29,Store B,Yes,Post-Test,No
27099,1.5451488576340802,2,Online,46.56,Store B,No,Post-Test,No
27100,4.09526241701259,3,In-person,24.04,Store A,Yes,Post-Test,Yes
27101,4.522138010168697,3,Online,72.53,Store B,Yes,Post-Test,Yes
27102,5.91336426243949,1,In-person,62.75,Store C,No,Post-Test,No
27103,9.541182496662968,1,In-person,88.04,Store C,No,Post-Test,Yes
27104,6.2921184469597256,4,In-person,71.41,Store A,No,Post-Test,No
27105,8.478759221543523,9,Online,18.29,Store C,No,Post-Test,No
27106,6.024201388274177,3,In-person,16.74,Store A,Yes,Post-Test,No
27107,5.024643992650791,1,Phone,15.46,Store A,No,Post-Test,Yes
27108,9.02159894015316,3,Phone,29.34,Store A,No,Post-Test,Yes
27109,0.7474634431672859,7,Phone,98.72,Store B,No,Post-Test,Yes
27110,6.564222435599586,7,In-person,30.72,Store C,No,Post-Test,Yes
27111,8.20424669131802,9,In-person,42.29,Store C,No,Post-Test,No
27112,2.8509598206782814,8,Online,60.05,Store C,No,Post-Test,No
27113,1.039564721855966,2,In-person,41.14,Store C,No,Post-Test,No
27114,1.5055287230858054,1,Online,23.48,Store C,No,Post-Test,No
27115,7.998631379929271,5,Online,73.1,Store B,No,Post-Test,No
27116,2.2139710280427636,1,Online,84.01,Store B,No,Post-Test,Yes
27117,2.492764752084951,1,Online,72.27,Store B,Yes,Post-Test,No
27118,4.884253556604429,8,Phone,65.26,Store A,No,Post-Test,No
27119,3.105421755335676,9,In-person,26.51,Store C,No,Post-Test,Yes
27120,9.45993155228373,2,Phone,70.94,Store A,No,Post-Test,Yes
27121,3.849770513832452,1,Phone,36.69,Store C,No,Post-Test,Yes
27122,1.4640724409055963,2,In-person,75.92,Store A,Yes,Post-Test,No
27123,2.9979383099881476,1,Online,99.9,Store B,Yes,Post-Test,No
27124,2.3810005404993957,5,Phone,42.65,Store A,No,Post-Test,No
27125,4.157247120193475,4,Online,80.86,Store A,Yes,Post-Test,Yes
27126,3.0053628485504054,9,Phone,55.82,Store C,No,Post-Test,Yes
27127,9.55374490245075,8,Phone,42.61,Store B,No,Post-Test,Yes
